trader_id,timestamp,side,trade_size,leverage,pnl
T035,2024-02-22 06:53:00,short,8.23,5.13,-0.07
T070,2024-02-22 18:12:00,short,5.16,4.79,-0.01
T038,2024-02-22 13:33:00,long,59.73,5.72,1.19
T008,2024-02-22 12:04:00,short,5,1.57,-0.05
T019,2024-02-22 09:56:00,short,5,1.81,0.17
T076,2024-02-22 02:58:00,short,5,1.59,0.22
T024,2024-02-22 23:39:00,long,11.38,2.27,0.55
T015,2024-02-22 04:56:00,short,20.63,3.28,1.37
T008,2024-02-22 08:12:00,long,32.67,5.11,-0.75
T044,2024-02-22 23:15:00,short,61.55,2.43,2.31
T073,2024-02-22 16:40:00,short,15.05,2.89,-0.61
T026,2024-02-23 11:29:00,short,33.72,2.52,3.22
T070,2024-02-23 05:03:00,long,31.64,1,0.88
T004,2024-02-23 07:08:00,long,33.34,2.25,0.51
T030,2024-02-23 08:52:00,long,49.02,1.89,0.63
T057,2024-02-23 13:14:00,long,7.32,2.96,0.03
T013,2024-02-23 19:19:00,short,43.06,1.28,-0.02
T053,2024-02-23 18:14:00,long,19.02,2.86,0.08
T004,2024-02-23 12:21:00,long,6.44,2.6,0.1
T070,2024-02-23 15:00:00,long,20.59,3.79,0.5
T069,2024-02-23 17:41:00,long,53.02,3.38,-0.68
T004,2024-02-23 02:44:00,long,5.57,2.94,0.24
T033,2024-02-23 08:23:00,short,53.9,1.84,-3.07
T043,2024-02-23 06:13:00,short,71.97,4.35,0.25
T060,2024-02-23 04:21:00,long,37.44,1.61,1.1
T023,2024-02-23 20:20:00,long,14.84,2.01,0.38
T013,2024-02-23 06:39:00,long,13.49,2.37,0.52
T065,2024-02-23 16:09:00,short,76.12,2.02,-2.55
T076,2024-02-23 14:36:00,long,8.91,3.84,0.31
T046,2024-02-23 07:25:00,long,76.4,3.75,7.64
T029,2024-02-23 01:21:00,long,11.27,5.1,-0.17
T075,2024-02-23 01:50:00,long,18.97,3.37,-0.65
T045,2024-02-23 16:44:00,short,10.63,4.27,0.41
T026,2024-02-23 11:35:00,long,31.85,5.39,0.7
T075,2024-02-23 15:39:00,short,15.43,4.16,0.11
T075,2024-02-23 14:23:00,short,49.47,6.3,2.54
T069,2024-02-23 16:37:00,long,34.36,2.84,0.45
T033,2024-02-23 16:00:00,short,9.74,4.8,0.36
T052,2024-02-23 16:34:00,long,20.17,1.15,1.42
T043,2024-02-23 23:58:00,long,12.79,1.4,-0.48
T025,2024-02-23 21:14:00,short,16.23,2.82,0.18
T070,2024-02-23 16:46:00,long,27.7,7.01,0.15
T059,2024-02-23 20:32:00,short,228.4,4.97,13.62
T033,2024-02-23 06:02:00,short,20.0,6.12,1.43
T004,2024-02-23 06:58:00,short,42.9,1.58,-2.36
T060,2024-02-23 10:17:00,short,11.23,1.94,0.48
T032,2024-02-23 08:55:00,long,20.26,1.86,0.55
T057,2024-02-23 07:36:00,short,31.9,2.23,2.11
T025,2024-02-23 19:26:00,short,31.72,2.39,1.02
T025,2024-02-23 23:12:00,short,27.05,3.8,1.36
T059,2024-02-23 14:02:00,short,16.38,2.98,0.98
T030,2024-02-23 02:19:00,short,5.37,7.82,-0.16
T070,2024-02-23 12:22:00,long,56.99,1.35,-2.08
T030,2024-02-23 01:00:00,short,22.53,4.65,0.21
T047,2024-02-23 16:45:00,long,40.92,3.84,-0.15
T013,2024-02-23 09:58:00,short,29.72,5.41,0.7
T013,2024-02-23 16:23:00,short,55.76,4.75,-0.25
T076,2024-02-23 04:48:00,long,23.79,6.26,0.48
T029,2024-02-23 23:27:00,short,32.76,7.39,1.27
T025,2024-02-23 21:36:00,long,23.68,2.02,-2.05
T056,2024-02-23 23:33:00,short,14.35,3.28,0.35
T023,2024-02-23 15:04:00,long,23.07,3.1,-0.52
T023,2024-02-23 23:41:00,long,12.91,4.21,-0.04
T065,2024-02-23 22:43:00,short,102.72,1.82,0.65
T060,2024-02-23 09:54:00,short,14.79,3.25,0.52
T076,2024-02-23 14:27:00,short,35.08,5.04,0.61
T045,2024-02-23 22:02:00,short,25.81,9.86,-0.76
T053,2024-02-23 06:36:00,long,55.97,3.75,-1.78
T023,2024-02-23 16:03:00,long,51.01,4.49,1.39
T070,2024-02-23 23:40:00,long,58.77,1.68,3.48
T047,2024-02-23 04:24:00,long,11.46,1.9,0.26
T030,2024-02-23 08:08:00,short,45.2,3.91,-1.02
T025,2024-02-23 21:59:00,short,21.64,2.85,2.12
T069,2024-02-23 08:38:00,long,36.27,2.97,1.09
T013,2024-02-23 02:04:00,long,67.01,1.79,1.04
T030,2024-02-23 14:37:00,short,9.96,1.78,-0.17
T047,2024-02-23 22:27:00,short,10.76,4.91,0.43
T004,2024-02-23 06:41:00,short,5.94,3.41,-0.14
T060,2024-02-23 05:06:00,long,32.48,2.58,1.48
T045,2024-02-23 03:29:00,long,11.75,5.3,-0.56
T053,2024-02-23 21:33:00,short,9.06,3.64,0.16
T032,2024-02-23 03:53:00,long,32.94,3.47,0.36
T023,2024-02-23 07:07:00,long,5,3.69,0.07
T043,2024-02-23 22:37:00,long,8.83,3.45,-0.68
T057,2024-02-23 18:22:00,short,35.56,3.63,1.43
T043,2024-02-23 17:06:00,short,13.36,7.43,0.05
T069,2024-02-23 14:29:00,long,11.04,2.02,-0.09
T032,2024-02-23 09:32:00,long,30.81,3.0,1.58
T043,2024-02-23 13:25:00,short,18.21,2.26,0.76
T053,2024-02-23 18:47:00,short,38.95,1.72,2.03
T045,2024-02-23 23:06:00,long,38.52,9.34,1.02
T030,2024-02-23 00:16:00,long,57.65,3.51,2.69
T029,2024-02-23 22:00:00,long,24.74,1.8,1.58
T047,2024-02-23 11:46:00,long,83.65,4.35,-2.11
T046,2024-02-23 17:02:00,short,22.87,4.69,1.12
T032,2024-02-23 23:48:00,long,65.69,1.88,0.42
T027,2024-02-23 00:21:00,long,46.92,2.85,1.94
T070,2024-02-23 14:54:00,long,9.68,3.74,0.17
T045,2024-02-23 12:52:00,long,10.81,4.47,0.48
T013,2024-02-23 05:17:00,long,9.52,2.96,0.59
T075,2024-02-23 12:29:00,short,9.68,4.27,-0.15
T069,2024-02-23 05:21:00,long,14.41,2.17,0.94
T045,2024-02-23 20:59:00,long,64.52,1.49,3.27
T075,2024-02-23 22:23:00,short,16.61,1.58,-0.24
T027,2024-02-23 16:26:00,long,42.9,3.91,1.31
T052,2024-02-23 22:12:00,long,24.0,10.73,0.86
T013,2024-02-23 15:28:00,short,41.86,4.39,-1.4
T029,2024-02-23 10:43:00,short,26.24,1.71,-0.67
T032,2024-02-23 17:14:00,long,37.89,8.81,-0.15
T027,2024-02-23 12:18:00,long,20.72,1.63,1.47
T033,2024-02-23 03:16:00,long,39.95,1.81,-0.19
T060,2024-02-23 19:21:00,short,75.52,2.74,3.66
T076,2024-02-23 15:40:00,short,36.96,7.91,0.02
T060,2024-02-23 15:36:00,long,19.86,2.19,1.35
T027,2024-02-23 12:40:00,short,54.48,3.61,-2.63
T037,2024-02-24 08:29:00,long,13.53,8.0,0.89
T043,2024-02-24 06:30:00,short,57.13,2.52,-1.9
T003,2024-02-24 00:37:00,long,52.79,3.26,3.78
T064,2024-02-24 10:31:00,long,29.7,1.31,1.3
T066,2024-02-24 22:07:00,long,10.11,2.41,0.44
T008,2024-02-24 12:37:00,long,17.54,3.41,0.27
T049,2024-02-24 06:10:00,long,18.66,3.06,1.72
T003,2024-02-24 14:07:00,short,91.66,3.68,-0.27
T045,2024-02-24 23:52:00,long,17.68,4.84,-0.59
T052,2024-02-24 11:22:00,short,78.25,2.87,-0.03
T037,2024-02-24 09:20:00,long,12.97,4.35,-0.58
T045,2024-02-24 22:51:00,short,11.58,5.5,0.07
T066,2024-02-24 13:52:00,short,13.17,1.26,1.09
T066,2024-02-24 12:24:00,long,19.68,2.76,0.66
T047,2024-02-24 10:42:00,short,33.97,3.62,1.74
T066,2024-02-24 12:18:00,short,41.78,6.76,-0.13
T052,2024-02-24 19:09:00,long,21.47,1.65,0.98
T054,2024-02-24 17:58:00,long,9.35,3.46,-0.2
T003,2024-02-24 07:26:00,long,19.73,4.45,0.91
T035,2024-02-24 06:48:00,long,22.72,2.59,0.8
T075,2024-02-24 17:17:00,long,14.72,2.41,0.66
T052,2024-02-24 03:45:00,short,73.19,2.93,4.95
T048,2024-02-24 05:48:00,short,44.47,2.25,1.52
T054,2024-02-24 07:21:00,short,35.05,4.78,-1.17
T059,2024-02-24 15:16:00,short,11.03,2.39,-0.2
T014,2024-02-24 16:37:00,long,47.01,2.46,0.07
T003,2024-02-24 04:15:00,long,14.16,3.03,-0.41
T008,2024-02-24 11:23:00,short,80.73,2.04,0.99
T066,2024-02-24 08:05:00,long,15.67,2.42,0.2
T031,2024-02-24 22:11:00,short,16.47,3.64,0.07
T056,2024-02-24 16:48:00,long,10.33,3.85,-0.03
T058,2024-02-24 03:43:00,long,11.64,5.77,-0.0
T059,2024-02-24 09:13:00,short,23.52,2.98,-0.05
T047,2024-02-24 11:46:00,long,35.36,1.32,0.7
T045,2024-02-24 11:09:00,long,10.23,3.11,0.57
T032,2024-02-24 13:27:00,short,10.67,2.81,0.03
T059,2024-02-24 17:42:00,short,32.59,5.13,-0.26
T035,2024-02-24 00:47:00,long,9.37,6.05,-0.72
T003,2024-02-24 09:24:00,short,6.54,3.67,0.18
T059,2024-02-24 16:21:00,long,34.53,1.4,0.77
T071,2024-02-24 06:15:00,short,6.15,1.98,0.24
T043,2024-02-24 08:53:00,long,10.51,2.86,-0.02
T031,2024-02-24 22:25:00,long,18.71,4.84,1.05
T049,2024-02-24 10:25:00,short,22.08,3.79,0.08
T043,2024-02-24 21:37:00,long,32.73,2.69,1.08
T029,2024-02-24 23:54:00,short,6.21,2.42,0.23
T032,2024-02-24 20:59:00,long,16.63,8.31,1.89
T048,2024-02-24 23:49:00,short,22.13,2.54,-0.05
T051,2024-02-24 18:25:00,long,13.79,5.0,-0.09
T032,2024-02-24 06:24:00,short,5,3.26,0.22
T028,2024-02-24 19:17:00,short,13.59,1.97,0.36
T071,2024-02-24 15:38:00,long,26.89,2.47,1.15
T059,2024-02-24 22:58:00,short,14.82,8.25,-0.34
T053,2024-02-24 15:29:00,short,23.46,3.47,0.38
T035,2024-02-24 23:13:00,long,37.12,4.05,0.95
T053,2024-02-24 11:19:00,short,27.04,4.48,-0.37
T032,2024-02-24 14:30:00,long,46.65,3.19,0.08
T004,2024-02-24 23:31:00,long,48.7,1.24,0.1
T064,2024-02-24 00:43:00,long,30.99,5.85,-0.15
T014,2024-02-24 08:43:00,long,5,1.52,-0.39
T029,2024-02-24 18:37:00,long,9.45,5.84,0.3
T051,2024-02-24 05:36:00,long,91.85,2.72,0.88
T054,2024-02-24 10:04:00,long,19.42,2.33,-0.21
T003,2024-02-24 16:40:00,short,150.7,3.21,11.12
T007,2024-02-24 23:10:00,short,12.25,1.83,0.09
T048,2024-02-24 23:25:00,short,16.99,2.62,0.61
T049,2024-02-24 06:33:00,short,54.0,8.58,2.56
T048,2024-02-24 06:50:00,long,16.35,3.65,0.61
T028,2024-02-24 16:01:00,short,12.37,2.35,0.82
T056,2024-02-24 00:29:00,long,42.79,4.65,1.08
T032,2024-02-24 12:44:00,short,31.27,1.25,0.71
T054,2024-02-24 19:26:00,short,96.8,6.58,5.4
T002,2024-02-25 02:01:00,long,35.48,5.45,-2.58
T009,2024-02-25 12:24:00,long,8.82,3.75,0.01
T027,2024-02-25 02:15:00,short,28.47,4.64,-0.73
T073,2024-02-25 20:44:00,long,13.74,2.02,0.23
T014,2024-02-25 11:22:00,long,20.92,2.19,-1.05
T061,2024-02-25 17:28:00,short,74.74,1.71,-4.13
T061,2024-02-25 19:57:00,long,13.19,2.27,-0.37
T026,2024-02-25 21:28:00,short,20.63,2.38,-1.22
T033,2024-02-25 08:41:00,short,17.95,1.92,-0.5
T024,2024-02-25 06:05:00,short,9.8,2.38,-0.58
T012,2024-02-25 08:39:00,long,19.33,2.62,-1.2
T009,2024-02-25 18:01:00,long,12.89,5.06,-0.47
T023,2024-02-25 19:24:00,long,44.95,1.13,2.42
T048,2024-02-25 01:20:00,long,62.7,3.58,-2.6
T045,2024-02-25 00:31:00,long,48.31,3.99,0.75
T042,2024-02-25 08:02:00,long,24.46,3.76,0.04
T048,2024-02-25 13:17:00,short,26.69,1.15,-0.95
T027,2024-02-25 04:43:00,long,50.24,2.23,0.8
T003,2024-02-25 19:38:00,long,9.41,5.51,-0.08
T048,2024-02-25 23:37:00,short,12.72,2.46,0.25
T042,2024-02-25 00:36:00,long,83.56,4.85,0.72
T003,2024-02-25 14:44:00,long,9.69,2.99,0.47
T063,2024-02-25 11:05:00,short,111.68,1.67,-4.44
T015,2024-02-25 20:19:00,long,17.23,2.67,-0.26
T013,2024-02-25 18:45:00,long,6.48,1.61,0.26
T022,2024-02-25 00:13:00,long,34.94,5.2,-0.45
T014,2024-02-25 01:23:00,long,22.25,2.01,0.11
T027,2024-02-25 21:39:00,long,8.89,2.4,0.01
T003,2024-02-25 20:39:00,short,56.32,3.45,-1.13
T003,2024-02-25 16:36:00,short,32.12,2.46,0.56
T025,2024-02-25 10:26:00,short,17.8,2.33,-0.18
T005,2024-02-25 23:35:00,long,102.77,2.24,-1.68
T035,2024-02-25 04:36:00,long,27.07,1.8,0.13
T019,2024-02-25 18:26:00,long,21.73,2.5,-0.77
T033,2024-02-25 01:25:00,short,11.34,5.25,-0.69
T065,2024-02-25 06:16:00,long,18.36,2.85,0.47
T016,2024-02-25 19:18:00,short,19.74,5.34,0.12
T077,2024-02-25 15:25:00,short,5,3.08,-0.12
T050,2024-02-25 19:24:00,long,47.42,6.42,0.78
T002,2024-02-25 02:40:00,long,89.97,2.19,-5.52
T051,2024-02-25 18:01:00,short,103.54,6.1,2.33
T031,2024-02-25 15:51:00,short,6.43,2.07,0.18
T047,2024-02-25 07:35:00,short,48.46,1.79,0.16
T025,2024-02-25 15:37:00,short,18.76,3.51,-0.96
T048,2024-02-25 05:20:00,long,172.61,3.2,-1.67
T077,2024-02-25 03:33:00,short,17.94,1.76,-1.35
T064,2024-02-25 00:48:00,long,25.93,4.5,-1.12
T075,2024-02-25 10:11:00,long,24.88,5.98,-1.83
T011,2024-02-25 05:54:00,long,15.82,5.5,-0.26
T035,2024-02-25 03:57:00,short,21.24,3.81,0.11
T064,2024-02-25 00:43:00,long,61.35,1.76,0.52
T024,2024-02-25 19:03:00,short,58.26,1.58,-2.95
T038,2024-02-25 13:58:00,long,37.58,1.7,0.58
T054,2024-02-25 17:57:00,long,8.45,3.56,0.39
T013,2024-02-25 16:28:00,long,15.55,3.89,0.28
T077,2024-02-25 20:30:00,long,13.31,1.48,0.64
T050,2024-02-25 07:59:00,short,11.82,2.16,0.0
T033,2024-02-25 17:04:00,short,89.83,2.07,-5.72
T077,2024-02-25 17:47:00,long,10.26,3.77,0.03
T011,2024-02-25 03:12:00,long,38.45,2.48,-0.17
T077,2024-02-25 21:38:00,long,34.61,3.05,-0.83
T051,2024-02-25 02:47:00,long,27.17,1.87,-1.16
T054,2024-02-25 21:36:00,long,145.07,3.21,4.27
T061,2024-02-25 06:47:00,long,37.27,5.64,-0.91
T031,2024-02-25 11:52:00,long,29.37,8.65,0.23
T019,2024-02-25 07:21:00,long,85.98,2.11,-1.14
T023,2024-02-25 09:21:00,short,27.34,4.15,0.27
T033,2024-02-25 07:32:00,short,30.41,7.38,0.48
T018,2024-02-25 07:43:00,long,10.44,2.14,-0.26
T031,2024-02-25 07:19:00,long,223.44,1.03,-7.4
T063,2024-02-25 23:33:00,short,25.4,4.36,-0.62
T002,2024-02-25 17:28:00,long,15.59,1.73,0.42
T013,2024-02-25 12:37:00,long,37.48,2.13,0.09
T033,2024-02-25 06:41:00,long,9.33,3.73,-0.67
T022,2024-02-25 03:44:00,short,5.07,2.81,0.01
T003,2024-02-25 14:27:00,long,91.35,1.68,-0.77
T035,2024-02-25 19:39:00,short,73.84,2.07,-0.91
T078,2024-02-25 23:40:00,short,47.81,2.42,0.02
T057,2024-02-25 13:06:00,long,20.85,8.14,-0.56
T039,2024-02-25 03:49:00,short,38.67,4.66,-0.06
T078,2024-02-25 19:26:00,short,5.13,2.51,-0.13
T033,2024-02-25 02:40:00,short,7.41,1.92,0.14
T075,2024-02-25 17:31:00,short,19.54,3.93,-0.65
T075,2024-02-25 17:37:00,long,15.31,3.88,-0.9
T047,2024-02-25 05:29:00,short,26.32,5.65,-0.02
T016,2024-02-25 02:12:00,short,27.51,3.79,-0.69
T024,2024-02-25 00:28:00,long,51.5,2.47,-3.89
T025,2024-02-25 19:21:00,long,56.48,2.44,-1.98
T027,2024-02-25 01:16:00,short,36.24,6.74,1.44
T018,2024-02-25 19:14:00,long,25.22,1.5,1.21
T054,2024-02-25 14:20:00,short,18.59,6.03,0.4
T033,2024-02-25 23:54:00,long,70.51,3.98,-2.29
T015,2024-02-25 20:24:00,short,10.55,1.12,0.06
T019,2024-02-25 12:12:00,short,21.91,8.49,0.49
T003,2024-02-26 21:16:00,short,51.77,4.44,-0.4
T033,2024-02-26 10:36:00,long,28.35,1.52,-0.76
T073,2024-02-26 12:12:00,long,51.59,1.9,-3.02
T006,2024-02-26 10:26:00,long,24.53,2.41,-0.33
T006,2024-02-26 06:05:00,short,18.79,5.08,-1.35
T008,2024-02-26 06:25:00,short,200.75,4.22,-0.79
T015,2024-02-26 22:15:00,long,21.81,5.24,-0.52
T018,2024-02-26 07:21:00,short,10.04,3.99,0.02
T074,2024-02-26 04:32:00,long,7.46,4.85,0.2
T079,2024-02-26 11:43:00,long,15.49,2.69,-0.57
T053,2024-02-26 14:33:00,short,17.94,2.63,0.18
T047,2024-02-26 06:23:00,short,29.77,2.1,0.57
T013,2024-02-26 10:56:00,short,75.01,5.39,4.29
T047,2024-02-26 09:31:00,short,6.04,3.13,-0.04
T033,2024-02-26 16:26:00,long,17.49,5.57,-0.12
T061,2024-02-26 10:01:00,short,29.13,3.02,0.37
T077,2024-02-26 01:12:00,long,31.71,5.45,-0.05
T039,2024-02-26 14:59:00,long,14.73,3.22,-0.8
T038,2024-02-26 08:15:00,long,46.12,1.94,0.08
T053,2024-02-26 04:55:00,short,15.65,1.7,-0.21
T077,2024-02-26 15:56:00,long,31.19,2.92,-1.56
T050,2024-02-26 15:03:00,short,34.58,5.33,-0.82
T023,2024-02-26 06:06:00,short,39.04,2.95,-1.68
T008,2024-02-26 09:39:00,long,31.92,3.82,-0.57
T023,2024-02-26 11:04:00,long,5,1.37,-0.17
T074,2024-02-26 10:51:00,long,33.66,4.29,0.83
T025,2024-02-26 04:16:00,short,35.23,3.75,0.32
T043,2024-02-26 14:34:00,short,21.17,2.51,-0.88
T080,2024-02-26 03:29:00,short,31.1,2.93,-0.78
T033,2024-02-26 23:28:00,long,20.76,1.9,-0.19
T005,2024-02-26 08:58:00,short,40.7,2.64,-1.92
T009,2024-02-26 06:40:00,short,23.15,3.14,-0.13
T044,2024-02-26 22:16:00,short,63.39,3.29,0.7
T039,2024-02-26 16:35:00,long,27.32,1.5,-1.07
T002,2024-02-26 02:19:00,short,33.66,3.63,-1.96
T076,2024-02-26 21:17:00,long,51.26,3.08,-2.06
T050,2024-02-26 07:02:00,long,18.84,2.83,0.5
T071,2024-02-26 01:49:00,long,67.34,3.47,1.25
T053,2024-02-26 19:14:00,long,9.0,3.3,0.04
T071,2024-02-26 17:54:00,long,24.68,1.2,-1.36
T038,2024-02-26 20:08:00,long,43.9,3.18,0.54
T047,2024-02-26 18:05:00,short,21.38,6.54,-0.34
T039,2024-02-26 19:21:00,long,5,5.95,-0.11
T005,2024-02-26 22:01:00,long,24.87,3.84,0.01
T011,2024-02-26 03:41:00,long,21.64,5.25,-0.06
T018,2024-02-26 07:01:00,long,69.54,2.68,-0.53
T011,2024-02-26 08:11:00,long,26.47,1.74,0.31
T049,2024-02-26 02:06:00,long,13.45,3.37,-0.18
T052,2024-02-26 16:25:00,short,25.96,1.23,-1.56
T046,2024-02-26 11:38:00,short,13.14,3.77,0.24
T066,2024-02-26 04:38:00,long,65.32,10.82,-4.0
T073,2024-02-26 21:03:00,long,21.48,2.1,-0.29
T059,2024-02-26 01:59:00,short,75.82,2.42,0.02
T003,2024-02-26 10:14:00,long,13.45,1.44,-0.45
T059,2024-02-26 02:22:00,short,7.27,1.93,0.04
T027,2024-02-26 10:05:00,long,95.3,1.7,0.19
T035,2024-02-26 17:31:00,long,27.75,2.29,-1.19
T043,2024-02-26 16:15:00,long,46.5,2.04,1.42
T003,2024-02-26 06:23:00,long,18.18,2.98,0.23
T049,2024-02-26 14:58:00,long,37.5,3.28,-0.45
T050,2024-02-26 01:25:00,long,58.52,2.28,-2.68
T015,2024-02-26 09:07:00,short,19.15,1.48,-0.44
T024,2024-02-26 11:22:00,short,87.1,4.05,-3.8
T018,2024-02-26 18:20:00,short,19.63,4.43,-1.79
T072,2024-02-26 01:27:00,short,12.37,3.15,-0.63
T011,2024-02-26 14:29:00,long,5,1.54,-0.1
T069,2024-02-26 08:59:00,long,8.92,7.26,-0.62
T048,2024-02-26 11:03:00,long,40.13,1.59,-1.55
T045,2024-02-26 14:39:00,short,11.9,4.03,-0.02
T080,2024-02-26 05:14:00,short,5,2.4,0.47
T009,2024-02-26 02:04:00,long,14.38,1.31,-0.06
T073,2024-02-27 14:35:00,short,37.12,3.46,-2.15
T069,2024-02-27 03:56:00,long,16.61,2.58,-1.16
T060,2024-02-27 01:26:00,long,19.63,3.59,0.34
T033,2024-02-27 18:04:00,short,24.48,4.51,-1.08
T040,2024-02-27 10:17:00,long,33.76,3.05,-1.6
T002,2024-02-27 02:56:00,long,36.98,2.46,-2.01
T059,2024-02-27 11:12:00,long,38.93,1.27,1.2
T001,2024-02-27 13:14:00,long,45.76,3.27,1.03
T015,2024-02-27 23:05:00,short,13.84,2.47,0.18
T076,2024-02-27 09:33:00,long,57.04,6.49,0.51
T069,2024-02-27 02:16:00,long,8.97,1.64,-0.42
T031,2024-02-27 16:36:00,long,35.66,1.52,0.08
T041,2024-02-27 16:24:00,short,54.09,2.87,-1.27
T012,2024-02-27 00:00:00,long,14.76,2.84,1.17
T014,2024-02-27 13:45:00,short,15.64,1.59,-0.04
T002,2024-02-27 12:19:00,short,34.02,3.22,1.2
T053,2024-02-27 17:07:00,short,25.45,3.62,-0.54
T010,2024-02-27 16:12:00,long,14.85,2.33,-0.3
T014,2024-02-27 09:32:00,long,152.59,3.57,5.08
T031,2024-02-27 22:40:00,long,46.18,3.1,1.75
T066,2024-02-27 15:42:00,short,15.25,2.22,0.16
T051,2024-02-27 01:20:00,long,16.61,3.03,-0.97
T022,2024-02-27 15:02:00,long,24.79,3.78,-1.23
T054,2024-02-27 16:57:00,short,6.66,3.77,-0.26
T018,2024-02-27 15:25:00,long,20.64,3.53,0.27
T064,2024-02-27 15:31:00,long,33.53,4.05,-0.52
T054,2024-02-27 00:57:00,short,33.42,1.89,-0.4
T033,2024-02-27 09:25:00,long,44.04,5.91,-0.06
T036,2024-02-27 03:43:00,short,84.93,2.14,-4.91
T059,2024-02-27 16:47:00,long,21.7,5.02,-0.46
T047,2024-02-27 10:35:00,long,112.12,2.59,2.25
T065,2024-02-27 07:02:00,long,26.62,3.62,-0.83
T035,2024-02-27 22:58:00,long,18.27,3.3,-1.04
T031,2024-02-27 16:02:00,short,26.16,3.49,-0.91
T012,2024-02-27 19:48:00,long,42.49,3.48,0.52
T013,2024-02-27 23:00:00,short,5,4.78,0.06
T070,2024-02-27 14:28:00,long,73.95,2.28,-6.68
T073,2024-02-27 07:18:00,short,9.65,6.63,-0.24
T041,2024-02-27 08:28:00,short,27.81,4.11,0.02
T058,2024-02-27 23:35:00,long,24.45,1.06,0.06
T013,2024-02-27 08:23:00,short,14.18,3.95,-0.62
T008,2024-02-27 05:18:00,short,8.41,1.55,-0.39
T066,2024-02-27 19:55:00,long,60.83,1.39,-0.99
T036,2024-02-27 20:05:00,short,67.84,3.69,-1.84
T032,2024-02-27 17:50:00,short,17.92,3.2,-0.46
T070,2024-02-27 02:20:00,short,50.59,7.17,-1.27
T077,2024-02-27 10:01:00,long,65.88,3.84,0.69
T052,2024-02-27 18:38:00,short,24.08,5.29,-1.56
T058,2024-02-27 20:48:00,short,15.68,3.11,0.21
T008,2024-02-27 01:36:00,short,38.02,2.77,-1.35
T032,2024-02-27 20:42:00,long,57.63,2.38,-0.31
T013,2024-02-27 02:06:00,long,49.03,1.52,-2.86
T069,2024-02-27 16:15:00,short,29.61,6.04,-1.22
T064,2024-02-27 01:11:00,long,16.52,2.04,1.01
T001,2024-02-27 03:00:00,long,18.17,1,-0.44
T022,2024-02-27 08:26:00,long,63.97,2.16,-2.35
T029,2024-02-27 13:51:00,long,13.14,1.29,-0.46
T077,2024-02-27 17:22:00,long,17.18,2.75,0.24
T041,2024-02-27 00:02:00,long,14.9,1.27,0.66
T049,2024-02-27 13:24:00,short,41.9,4.2,-2.42
T040,2024-02-27 09:02:00,short,16.69,1.89,-0.08
T049,2024-02-27 19:28:00,long,34.44,1.41,-0.54
T008,2024-02-27 03:21:00,short,36.2,4.06,1.73
T022,2024-02-27 14:39:00,short,72.66,1.88,-3.74
T036,2024-02-27 22:05:00,short,7.2,4.5,-0.19
T002,2024-02-27 04:34:00,long,38.11,5.24,-1.5
T036,2024-02-27 10:00:00,short,11.36,4.69,-0.92
T007,2024-02-27 03:50:00,short,30.87,3.39,0.66
T060,2024-02-27 16:50:00,short,20.68,2.86,0.38
T060,2024-02-27 03:14:00,short,13.15,2.83,0.29
T033,2024-02-27 08:29:00,long,18.76,4.1,-0.31
T036,2024-02-27 18:32:00,short,54.74,8.99,-1.78
T035,2024-02-27 00:57:00,short,31.47,3.23,-4.0
T017,2024-02-27 18:47:00,long,15.35,1.27,0.44
T076,2024-02-27 06:38:00,long,30.47,2.3,1.62
T058,2024-02-27 21:58:00,long,56.86,7.62,0.08
T066,2024-02-27 07:19:00,long,15.13,2.09,-0.47
T053,2024-02-27 17:47:00,short,13.86,3.22,-0.3
T077,2024-02-27 07:19:00,long,35.03,2.43,-1.71
T069,2024-02-27 13:11:00,long,13.61,3.67,0.1
T075,2024-02-27 22:37:00,short,5,3.13,0.06
T066,2024-02-27 22:15:00,long,56.74,4.09,-1.45
T064,2024-02-27 22:49:00,long,11.76,1.86,-0.86
T051,2024-02-27 14:38:00,long,74.5,1.82,-3.07
T001,2024-02-27 19:56:00,long,53.99,6.06,-0.47
T039,2024-02-27 11:00:00,short,75.36,4.85,0.89
T070,2024-02-27 16:10:00,short,25.13,6.88,-0.07
T069,2024-02-27 19:48:00,short,42.55,4.65,0.08
T001,2024-02-27 16:45:00,short,23.04,3.22,0.49
T053,2024-02-27 20:03:00,long,32.61,6.09,-1.88
T053,2024-02-27 12:19:00,short,5,5.91,-0.02
T035,2024-02-27 22:46:00,long,23.63,2.29,-0.16
T051,2024-02-27 16:44:00,short,26.25,1.79,1.34
T014,2024-02-27 00:27:00,short,47.41,3.16,0.88
T007,2024-02-27 11:08:00,short,20.38,1.8,0.73
T069,2024-02-27 00:44:00,long,37.74,2.34,2.33
T003,2024-02-27 13:50:00,long,12.74,3.86,-0.21
T010,2024-02-27 00:43:00,short,21.31,3.88,-0.41
T002,2024-02-27 23:50:00,short,8.88,1.47,-0.31
T017,2024-02-27 21:27:00,short,119.78,2.97,-7.57
T028,2024-02-28 11:32:00,short,45.56,3.81,-1.51
T010,2024-02-28 11:06:00,long,8.49,3.75,-0.44
T015,2024-02-28 07:36:00,short,18.58,1.39,0.21
T012,2024-02-28 09:20:00,long,34.95,4.39,0.83
T027,2024-02-28 22:24:00,long,33.63,3.01,0.25
T078,2024-02-28 02:13:00,long,35.88,1.07,1.63
T015,2024-02-28 12:31:00,short,16.31,3.38,-0.91
